"","names","rq1df","rq2df"
"337","eclipse-swt-recorder",0,0
"338","eclipse-themes",0,0
"339","ecologylabFundamental",80.7030798058514,75.5933282217845
"340","eef",1.01726571183846,0.952857078425855
"341","egit",0.135635428245128,0.127047610456781
"342","EGit",0,0
"343","ehmsoft",2.30580228016718,2.15980937776527
"344","elasticsearch",395.309455620427,370.280260676287
"345","Electric-Expansion",26.5167262219226,24.8378078443006
"346","elissa",0,0
"347","emacs_conf",9.22320912066874,8.63923751106108
"348","email",0,0
"349","emf",0,0
"350","EMFText",0,0
"351","EMS",11.1899228302231,10.4814278626844
"352","emul",85.3146843661858,79.912946977315
"353","encog-java-core",62.7992032774945,58.8230436414894
"354","encuestame",91.7573672078294,85.9477084740121
"355","EnderIO",65.6475472706422,61.4910434610818
"356","enkive",16.2084336752929,15.1821894495853
"357","entando-plugins-parent",1.15290114008359,1.07990468888264
"358","errai",183.718187558027,172.085988363709
"359","escidoc-core",47.6080353140401,44.59371127033
"360","Essentials",49.4391135953493,46.3088540114965
"361","esup-opi",6.23922969927591,5.84419008101191
"362","etoile",84.3652363684699,79.0236137041176
"363","Etoile",145.943720791758,136.703228851496
"364","eventmachine-docja",7.25649541111437,6.79704715943776
"365","evervolv_system_core",0,0
"366","evolution-data-server",126.140948267969,118.154277724806
"367","experiment",92.3677266349325,86.5194227210676
"368","exponent-cms",122.004067706493,114.279325605874
"369","external_skia",0.0678177141225642,0.0635238052283903
"370","external-bouncycastle",0.813812569470771,0.762285662740684
"371","faaa_project",15.8015273905575,14.8010466182149
"372","facebook-pfff",4.61160456033437,4.31961875553054
"373","fbc",173.274259583152,162.303322358537
"374","fbreader",0,0
"375","FBReaderJLib",0.203453142367693,0.190571415685171
"376","fcrepo",17.429152529499,16.3256179436963
"377","fcrepo-before33",95.2160706280802,89.18742254066
"378","fcrepo-historical",93.1137214902807,87.2181845785799
"379","featurehouse",13.6313605386354,12.7682848509065
"380","felix",116.10392657783,108.752754551004
"381","Fellesprosjektet-2012",9.96920397601694,9.33799936857338
"382","FermaNext",25.2960073677165,23.6943793501896
"383","fitnesse",63.2739272763524,59.2677102780882
"384","fixmystreet",63.6130158469653,59.5853293042301
"385","flamingo",84.2974186543474,78.9600898988892
"386","flex-flexunit",0.135635428245128,0.127047610456781
"387","flexdock",3.66215656261847,3.43028548233308
"388","flexunit",10.5117456889975,9.8461898104005
"389","flyspeck-git-svn",3.86560970498616,3.62085689801825
"390","fop",177.818046429363,166.559417308839
"391","fossology",113.865942011785,106.656468978467
"392","fosstrak-ale",4.47596913208924,4.19257114507376
"393","FProj_Gruppe48",13.2244542539,12.3871420195361
"394","framework",63.2061095622299,59.2041864728598
"395","FrameworkBenchmarks",102.472566039195,95.9844697000978
"396","frameworks_av",62.7313855633719,58.759519836261
"397","frameworks_opt_telephony",4.27251598972155,4.00199972938859
"398","FreeEed",9.96920397601694,9.33799936857338
"399","freeplane",25.7029136524518,24.0755221815599
"400","FreeRDP",145.4689967929,136.258562214897
"401","Frege",2.30580228016718,2.15980937776527
"402","fritzing",84.6365072249602,79.2777089250311
"403","Frost",105.999087173568,99.2877075719741
"404","frostwire-desktop",105.592180888833,98.9065647406037
"405","funambol-json",0.203453142367693,0.190571415685171
"406","functional-tests",20.2096788085241,18.9300939580603
"407","fuse",89.3837472135397,83.7243752910184
"408","g3m",72.361500968776,67.7799001786925
"409","galleria",14.0382668233708,13.1494276822768
"410","GateIn",0.135635428245128,0.127047610456781
"411","gatein-portal",21.15912680624,19.8194272312578
"412","gatling",5.01851084506975,4.70076158690088
"413","GB_dalvik",0,0
"414","GB-libcore",0,0
"415","gContactSync-UI-fork",0.47472399885795,0.444666636598732
"416","Gdcm",53.1012701579678,49.7391394938296
"417","geany",148.995517927274,139.561800086774
"418","gef",0,0
"419","genomix",100.302399187273,93.9517079327893
"420","geo-platform",27.1949033631483,25.4730458965845
"421","geogebra",137.26305338407,128.572181782262
"422","geoknow",64.426828416436,60.3476149669708
"423","geonetwork",2.50925542253488,2.35038079345044
"424","geonetwork-eea",0.949447997715899,0.889333273197464
"425","geoscript-js",1.42417199657385,1.3339999097962
"426","geoserver-old",26.5167262219226,24.8378078443006
"427","geotools",45.1665976056278,42.3068542821079
"428","gephi",109.593426022064,102.654469249079
"429","gephi_0_8_beta_updatable",0.0678177141225642,0.0635238052283903
"430","gephi-gsoc13-legendmodule",0,0
"431","gephi-linkfluence-plugin",0,0
"432","gerrit",127.090396265685,119.043610998003
"433","gettext",47.4045821716724,44.4031398546448
"434","gettext-javascript",0.203453142367693,0.190571415685171
"435","geworkbench-core",61.1715781385529,57.2984723160081
"436","gforth",29.2972525009478,27.4422838586646
"437","GiantShop-2",5.6966879862954,5.33599963918479
"438","gimp-sharp",5.15414627331488,4.82780919735766
"439","giraph",13.1566365397775,12.3236182143077
"440","gitblit",12.9531833974098,12.1330467986225
"441","glite-lb",0,0
"442","glob3_csiro",3.93342741910873,3.68438070324664
"443","glusterfs",60.4934009973273,56.6632342637242
"444","glusterfs-objcount",0,0
"445","gnorasi",15.3268033916995,14.3563799816162
"446","google-closure-compiler",52.0840044461293,48.7862824154038
"447","google-libphonenumber-mirror",3.52652113437334,3.3032378718763
"448","gradecraft-development",98.0644146212279,91.8554223602524
"449","grails",81.9916163741802,76.8002805211239
"450","grailsnolib",100.438034615518,94.0787555432461
"451","Grapheme",9.15539140654617,8.57571370583269
"452","graphx",12.7497302550421,11.9424753829374
"453","GridSphere",75.5489335325366,70.7655190244268
"454","gridworks",14.9877148210867,14.0387609554743
"455","grizzly-mirror",86.2641323639017,80.8022802505125
"456","groovy",113.662488869418,106.465897562782
"457","GROUP10-baf_sintef_arduino",5.42541712980514,5.08190441827123
"458","Gruntvig",6.71395369813386,6.28885671761064
"459","gSDL",102.269112896827,95.7938982844126
"460","guicey",20.0062256661565,18.7395225423751
"461","gwt",220.000664613598,206.071224160898
"462","gwt-issue-8215",0,0
"463","gwt-issue8215",0,0
"464","gwt-sandbox",0,0
"465","gwtquery",17.0222462447636,15.944475112326
"466","h-store",176.326056718667,165.161893593815
"467","h2-bitmap",27.8730805043739,26.1082839488684
"468","h2-container-reuse",0.678177141225642,0.635238052283903
"469","H2-Mirror",53.1690878720904,49.802663299058
"470","h2database",0,0
"471","HackedUpReader",0.47472399885795,0.444666636598732
"472","hadoop",197.55300123903,185.044844630301
"473","hadoop-1",90.4010129253781,84.6772323694443
"474","hadoop-fork",128.175479691646,120.059991881658
"475","hadoop-trunk",1.69544285306411,1.58809513070976
"476","hale",9.49447997715899,8.89333273197464
"477","haxe",95.3517060563253,89.3144701511168
"478","hbase",2.98397942139283,2.79504743004917
"479","hbase_namespace",129.59965168822,121.393991791454
"480","hbase-thrift",0.203453142367693,0.190571415685171
"481","hbird",12.6140948267969,11.8154277724806
"482","hermes",13.0888188256549,12.2600944090793
"483","hib-core",0,0
"484","hibernate",0,0
"485","hibernate-orm",149.538059640254,140.069990528601
"486","highcharts",113.526853441173,106.338849952325
"487","highlight-elasticsearch",0,0
"488","hive",60.0864947125919,56.2820914323538
"489","hk2",43.7424256090539,40.9728543723118
"490","HoloEverywhere",16.7509753882734,15.6903798914124
"491","hornetq-old",176.868598431648,165.670084035642
"492","HornetQ-oldmigration",0,0
"493","hostap",0,0
"494","hostap-ct",43.4033370384411,40.6552353461698
"495","hotspot",0.47472399885795,0.444666636598732
"496","htmlparser",25.4994605100842,23.8849507658748
"497","hubiquitus4java",10.0370216901395,9.40152317380177
"498","hubroid",8.07030798058515,7.55933282217845
"499","hue",69.6487924038735,65.2389479695568
"500","HUSACCT",95.0126174857125,88.9968511249748
"501","hxcpp",14.6486262504739,13.7211419293323
"502","i2p",89.0446586429268,83.4067562648765
"503","ia-hadoop-tools",3.59433884849591,3.36676167710469
"504","iaf",52.0161867320068,48.7227586101754
"505","ibis-ipl",97.7931437647376,91.6013271393388
"506","icefaces",22.718934231059,21.2804747515108
"507","icemobile",27.5339919337611,25.7906649227265
"508","iceweasel-dev",0,0
"509","icpc",2.37361999428975,2.22333318299366
"510","igraph",60.7646718538176,56.9173294846377
"511","IGV",103.082925466298,96.5561839471533
"512","ikvm",60.9681249961853,57.1079009003229
"513","ikvm-fork",63.0704741339847,59.077138862403
"514","incubator",6.98522455462412,6.5429519385242
"515","infinispan",170.493733304127,159.698846344173
"516","infoglue2",104.642732891117,98.0172314674063
"517","informer",7.18867769699181,6.73352335420937
"518","Instalog",10.3082925466298,9.65561839471533
"519","intellij-plugins",145.536814507023,136.322086020126
"520","iostest",93.6562632032612,87.726375020407
"521","ironmine",41.9113473277447,39.2577116311452
"522","iSENSE-Hardware",81.9916163741802,76.8002805211239
"523","iSoul",59.5439529996114,55.7739009905267
"524","itext",31.8065079234826,29.7926646521151
"525","itinerennes-android",13.699178252758,12.8318086561348
"526","ITKApps",55.2036192957673,51.7083774559097
"527","ivory",18.7176890978277,17.5325702430357
"528","Ivory",14.9877148210867,14.0387609554743
"529","izpack",64.0877398458232,60.0299959408288
"530","izpack-full-svn-history-copy",29.0937993585801,27.2517124429794
"531","jabref",107.491076884264,100.685231286999
"532","jackrabbit-oak",79.4145432375227,74.3863759224451
"533","jacorb",238.786171425549,223.667318209162
"534","JacORB",121.1224374229,113.453516137905
"535","jain-slee",43.1320661819509,40.4011401252562
"536","james-app",0.949447997715899,0.889333273197464
"537","jas",90.4688306395007,84.7407561746727
"538","jato",15.8015273905575,14.8010466182149
"539","java-gnome",55.9496141511155,52.407139313422
"540","java3d-core",5.22196398743745,4.89133300258605
"541","javaee",0,0
"542","javapackages",19.5993193814211,18.3583797110048
"543","jaxb",52.9656347297227,49.6120918833728
"544","jaxws",77.9225535268263,72.9888522074205
"545","jbehave-web",2.8483439931477,2.66799981959239
"546","jboss-messaging",86.6032209345145,81.1198992766544
"547","jboss-vfs",16.4118868176605,15.3727608652705
"548","jbosstools-base",0.0678177141225642,0.0635238052283903
"549","jbosstools-bpel",0,0
"550","jbosstools-integration-tests",0,0
"551","jbpm-designer",86.9423095051274,81.4375183027964
"552","jCAE",46.2516810315888,43.3232351657622
"553","jclouds",50.7276501636781,47.515806310836
"554","jcr",0.203453142367693,0.190571415685171
"555","jdk",0.881630283593335,0.825809467969074
"556","jdk7u-hotspot",0,0
"557","jEdit",177.275504716383,166.051226867012
"558","jena-core",132.719266537858,124.31608683196
"559","jena-joseki",1.15290114008359,1.07990468888264
"560","jersey-1",56.4243381499735,52.8518059500207
"561","jest",7.45994855348207,6.98761857512293
"562","jetty-maven-plugin",0.203453142367693,0.190571415685171
"563","jetty-plugin-support",0.203453142367693,0.190571415685171
"564","jetty-project",97.5218729082474,91.3472319184253
"565","jetty-spdy",63.341744990475,59.3312340833166
"566","jffi",5.08632855919232,4.76428539212927
"567","JFlex",10.57956340312,9.90971361562889
"568","jgit",0.47472399885795,0.444666636598732
"569","jgralab",186.769984693542,174.944559598987
"570","jgralab-dhht",35.1295759154883,32.9053311083062
"571","jgrapht",11.2577405443457,10.5449516679128
"572","jmxtrans",18.6498713837052,17.4690464378073
"573","jnr-ffi",9.83356854777182,9.21095175811659
"574","jogl",192.195401823347,180.026464017258
"575","jOOQ",64.8337347011714,60.7287577983411
"576","jop",48.2183947411432,45.1654255173855
"577","joshua",84.9077780814504,79.5318041459447
"578","jpcsp",118.002822573262,110.531421097399
"579","jscep",12.8175479691646,12.0059991881658
"580","jsglr",6.98522455462412,6.5429519385242
"581","JsObjects",5.01851084506975,4.70076158690088
"582","jspwiki",125.734041983234,117.773134893436
"583","jumble",8.68066740768822,8.13104706923396
"584","jython",280.494065610926,262.734458424622
"585","jython-legacy",112.102681444599,105.004850042529
"586","k-9",83.2123352283863,77.9437090152349
"587","k9-mail",0.0678177141225642,0.0635238052283903
"588","kaffe",146.350627076494,137.084371682866
"589","katta",13.699178252758,12.8318086561348
"590","kde-owncloud",100.77712318613,94.396374569388
"591","killbill",97.3184197658797,91.1566605027401
"592","Kramerius",35.6042999143462,33.3499977449049
